eid,w,o10,s1000
2462,0,23,-225
2462,1,40,-73
2462,0,249,111
2462,0,220,107
2462,0,41,-95
2463,0,1812,64
2463,1,18,-257
2463,0,483,-40
2463,0,1470,207
2463,0,334,2
2463,0,50,-246
2463,0,783,-54
2463,0,1308,138
2463,0,1232,-26
2463,0,278,24
2464,0,100,12
2464,0,1205,101
2464,0,3064,9
2464,0,390,159
2464,0,232,25
2464,0,93,-90
2464,0,16,-222
2464,0,525,98
2464,0,3357,527
2464,1,52,172
2464,0,80,-39
2465,0,14,-366
2465,0,109,-202
2465,0,186,-124
2465,0,1639,-29
2465,1,189,-38
2465,0,533,215
2465,0,4559,236
2465,0,700,50
2465,0,1415,101
2465,0,3013,292
2466,0,823,123
2466,0,2495,179
2466,0,1974,87
2466,0,229,37
2466,0,2087,-1
2466,0,3186,57
2466,0,58,-145
2466,0,302,-121
2467,0,54,-141
2467,0,750,398
2467,0,3173,215
2467,0,108,58
2467,0,1210,181
2467,0,567,-47
2467,0,19,-49
2467,0,451,11
2467,0,1709,43
2467,1,40,-14
2468,0,448,-165
2468,0,127,-121
2468,0,1751,-53
2468,0,401,130
2468,1,288,40
2468,0,1476,-86
2468,0,10,-291
2468,0,1216,418
2468,0,2207,115
2468,0,125,-98
2469,1,39,109
2469,0,3696,252
2469,0,19,-141
2469,0,2157,96
2469,0,319,74
2469,0,2021,524
2469,0,195,23
2469,0,446,-35
2469,0,124,190
2469,0,42,-52
2470,0,1386,391
2470,0,1949,156
2470,0,53,-211
2470,0,1366,111
2470,0,20,-166
2470,0,470,64
2470,1,77,-1
2470,0,1124,21
2470,0,314,77
2470,0,30,-137
2470,0,537,74
2471,0,113,-5
2471,1,39,70
2471,0,35,332
2471,0,603,-35
2471,0,32,556
2471,0,1748,27
2471,0,45,-85
2471,0,1253,437
2471,0,341,-9
2471,0,503,290
2472,0,36,-212
2472,0,351,-80
2472,0,59,35
2472,0,67,-1
2472,0,859,-50
2472,0,2661,-29
2472,0,695,-36
2472,1,20,-280
2472,0,121,299
2472,0,963,307
2473,0,136,-156
2473,0,404,-119
2473,0,251,-380
2473,0,1548,18
2473,0,316,517
2473,0,352,141
2473,0,1898,-123
2473,0,77,-298
2474,0,63,-229
2474,0,98,203
2474,0,751,-36
2474,0,317,-21
2474,1,35,-159
2474,0,1086,140
2474,0,941,-27
2474,0,220,53
2474,0,156,123
2474,0,272,-4
2474,0,22,-186
2474,0,160,34
2475,0,538,52
2475,0,171,-97
2476,0,1661,253
2476,0,178,195
2476,0,781,81
2476,0,1629,206
2476,0,1036,95
2476,0,157,243
2476,0,471,123
2476,0,55,74
2477,0,2675,40
2477,0,386,81
2477,0,1927,123
2477,0,282,-130
2477,0,168,91
2477,1,12,-61
2477,0,165,-69
2477,0,1618,226
2477,0,112,131
2477,0,56,-93
2478,0,226,87
2478,0,151,81
2478,0,174,233
2478,0,39,-48
2478,0,997,193
2478,0,142,65
2478,0,195,-12
2478,0,40,-46
2478,0,22,2
2478,1,1051,65
2479,0,90,122
2479,1,25,-70
2479,0,1707,480
2479,0,1282,29
2479,0,233,98
2479,0,164,-147
2479,0,46,-104
2479,0,292,33
2479,0,53,-58
2479,0,50,18
2480,0,105,-149
2480,0,68,-91
2480,0,36,-179
2481,1,28,-210
2481,0,1348,-201
2481,0,2807,-292
2481,0,4184,-110
2481,0,4618,-10
2482,0,165,258
2482,0,74,44
2482,1,14,-201
2482,0,1001,78
2482,0,532,-172
2482,0,264,117
2482,0,1962,490
2483,1,16,-126
2483,0,261,-192
2483,0,2484,531
2483,0,416,-6
2483,0,73,-125
2483,0,1016,-37
2483,0,717,-178
2483,0,779,26
2483,0,2226,287
2483,0,26,-58
2483,0,1125,210
2484,0,433,-101
2484,0,458,-180
2484,0,27,-131
2484,0,3288,247
2484,0,272,248
2484,0,92,-46
2484,0,40,-124
2484,0,89,-275
2484,0,283,172
2484,0,1390,102
2484,1,33,-351
2485,1,15,-142
2485,0,170,-16
2485,0,2329,148
2485,0,1304,-49
2485,0,109,-101
2485,0,1019,58
2485,0,48,-160
2485,0,194,-2
2485,0,59,-133
2485,0,2745,82
2485,0,479,58
2486,0,1029,648
2486,0,784,390
2486,0,100,-138
2486,1,16,-271
2486,0,114,-177
2486,0,614,61
2486,0,980,-70
2486,0,165,-62
2486,0,153,-52
2486,0,41,-114
2486,0,297,72
2487,0,701,165
2487,0,25,-20
2487,0,80,69
2487,1,17,21
2487,0,164,5
2487,0,1016,4
2487,0,303,273
2487,0,1426,224
2487,0,741,162
2487,0,250,120
2488,0,40,336
2488,0,158,-4
2488,0,188,140
2488,0,33,181
2488,0,637,22
2488,1,22,-46
2488,0,1418,93
2488,0,1327,134
2489,0,205,46
2489,0,797,64
2489,0,37,-206
2489,0,1238,69
2489,0,251,56
2489,0,236,48
2489,0,181,-171
2489,0,127,-110
2490,0,38,-59
2490,0,41,20
2490,0,155,-16
2490,1,38,-9
2490,0,814,272
2490,0,458,150
2490,0,772,184
2490,0,157,95
2490,0,39,-177
2490,0,158,398
2491,0,44,-54
2491,0,24,-58
2491,0,354,-107
2491,0,149,-115
2491,0,874,115
2491,0,2366,144
2491,0,187,-78
2491,0,89,40
2491,1,122,-211
2492,0,315,59
2492,0,977,-83
2492,0,1287,-20
2492,0,1479,48
2492,0,1750,-82
2492,0,152,-94
2492,0,325,26
2492,0,57,-113
2493,0,127,-180
2493,0,520,-14
2493,1,20,-176
2493,0,243,4
2493,0,17,-190
2493,0,208,-7
2494,0,1241,268
2494,0,218,-68
2494,0,19,-211
2494,0,910,265
2495,0,63,-244
2495,0,75,-330
2495,0,58,-156
2495,0,183,-235
2495,1,14,-235
2495,0,368,-97
2495,0,285,-89
2496,0,513,-173
2496,0,3151,477
2496,0,23,-157
2496,0,341,200
2496,0,96,-153
2496,0,278,-101
2496,0,1639,203
2496,1,38,-181
2496,0,132,-8
2496,0,284,-107
2496,0,1378,3
2496,0,39,-187
2497,0,1885,205
2497,0,33,-206
2497,0,571,-112
2497,0,18,-415
2497,0,224,-83
2497,0,1132,73
2497,0,177,18
2497,0,846,34
2497,0,56,-40
2497,0,105,-192
2497,1,1555,-150
2497,0,1819,177
2498,0,526,11
2498,0,50,-110
2498,0,675,44
2498,0,400,-55
2498,0,51,72
2498,0,24,-18
2499,0,1229,446
2499,0,856,509
2499,0,182,-9
2499,0,65,-68
2499,0,78,24
2499,0,315,186
2499,0,314,107
2499,0,190,452
2499,0,246,108
2500,0,15,-133
2500,0,1388,288
2500,0,46,25
2500,0,57,-31
2500,0,235,-66
2500,0,503,293
2500,0,481,151
2500,0,256,73
2500,1,147,-5
2501,0,142,-19
2501,0,400,91
2501,0,843,190
2501,0,171,142
2501,0,243,56
2501,0,98,245
2501,1,21,-343
2501,0,21,-20
2502,0,661,397
2502,0,254,-1
2502,0,615,248
2502,0,607,48
2502,0,94,65
2502,1,10,-352
2502,0,220,-145
2502,0,193,137
2503,0,769,34
2503,0,388,51
2503,0,156,-45
2503,0,922,164
2503,0,525,102
2503,0,170,-56
2503,0,54,-109
2503,0,592,-13
2503,1,12,-430
2503,0,235,53
2504,0,458,127
2504,0,2212,315
2504,1,20,44
2504,0,1496,115
2504,0,2350,200
2504,0,58,125
2504,0,696,274
2504,0,384,316
2504,0,19,-168
2505,0,29,-52
2505,0,431,109
2505,0,1155,-8
2505,0,1080,168
2505,0,1364,-48
2505,0,563,-43
2506,1,19,-359
2506,0,47,-329
2506,0,222,-32
2506,0,280,-109
2506,0,24,-351
2506,0,1556,151
2506,0,761,-194
2506,0,402,-46
2507,0,28,-190
2507,0,29,-301
2507,0,90,-39
2507,0,558,185
2507,0,760,240
2507,0,566,179
2507,0,1198,335
2507,1,26,-306
2507,0,529,54
2507,0,1647,305
2508,0,52,48
2508,0,56,-2
2508,0,84,-221
2508,0,705,-44
2508,0,56,-137
2508,1,65,69
2508,0,86,-181
2508,0,224,142
2508,0,348,100
2508,0,386,104
2508,0,94,92
2508,0,99,-79
2509,0,212,7
2509,0,132,67
2509,1,35,-89
2509,0,79,409
2509,0,123,41
2509,0,20,116
2509,0,449,111
2509,0,150,480
2509,0,148,79
2510,0,318,179
2510,0,59,219
2510,0,49,381
2510,0,27,158
2510,0,86,116
2510,0,98,205
2510,1,276,89
2510,0,42,68
2511,0,406,345
2511,0,48,-162
2511,1,38,28
2511,0,207,282
2511,0,97,-16
2511,0,67,-12
2511,0,31,-16
2511,0,70,-8
2512,0,121,101
2512,0,98,7
2512,1,52,-114
2512,0,37,-24
2512,0,352,474
2512,0,144,-8
2512,0,126,-17
2512,0,118,37
2512,0,206,-64
2512,0,33,-130
2513,0,159,53
2513,0,52,-187
2513,0,397,95
2513,1,46,-17
2513,0,76,-52
2513,0,97,-119
2513,0,134,51
2513,0,131,-153
2514,0,363,375
2514,0,129,127
2514,0,410,261
2514,1,22,180
2514,0,144,189
2514,0,24,-22
2514,0,79,253
2515,0,371,-20
2515,0,119,-37
2515,0,61,-4
2515,0,386,351
2515,0,59,-177
2515,0,129,-141
2515,1,15,-27
2515,0,192,-25
2515,0,760,338
2516,0,211,54
2516,0,82,-68
2516,0,286,66
2516,0,233,82
2516,0,48,-115
2516,1,104,254
2516,0,76,-46
2516,0,112,-235
2516,0,28,-99
2516,0,77,277
2517,0,68,31
2517,1,46,47
2517,0,55,-99
2517,0,287,-102
2517,0,98,-77
2517,0,157,-83
2517,0,24,-12
2517,0,95,156
2518,0,31,11
2518,0,201,384
2518,0,92,220
2518,0,97,246
2518,0,147,33
2518,0,92,155
2518,0,52,217
2518,0,364,235
2518,1,35,31
2519,0,793,202
2519,0,310,-228
2519,0,1009,-113
2519,0,192,-156
2519,0,742,73
2519,0,26,-388
2519,0,163,-217
2519,0,472,-116
2519,0,78,-334
2519,1,18,-256
2520,1,32,-13
2520,0,190,-175
2520,0,87,-115
2520,0,95,77
2520,0,59,-59
2520,0,61,47
2520,0,32,-242
2520,0,298,126
2521,0,17,112
2521,0,614,88
2521,0,1041,87
2521,0,2400,105
2521,0,443,78
2521,1,42,-340
2521,0,358,-6
2521,0,56,-201
2521,0,113,-22
2521,0,474,-79
2522,0,173,-15
2522,0,147,-106
2522,0,70,10
2522,0,2062,129
2522,0,4034,14
2522,0,944,88
2522,0,1478,76
2522,0,106,56
2523,0,495,121
2523,0,35,76
2523,0,866,43
2523,0,2069,85
2523,0,2539,126
2523,0,3991,300
2523,0,434,-61
2523,1,23,-133
2523,0,1627,26
2523,0,35,-164
2523,0,125,238
2523,0,98,69
2524,0,47,-154
2524,0,166,-8
2524,0,1749,230
2524,0,134,220
2524,0,317,-84
2524,0,18,-210
2524,0,348,-120
2524,0,243,213
2524,0,1291,-10
2524,0,557,-274
2524,1,109,-157
2525,0,582,-111
2525,0,1861,248
2525,0,246,-50
2525,1,13,-206
2525,0,729,-111
2525,0,565,-49
2525,0,71,-32
2525,0,104,-77
2526,0,152,-252
2526,0,3567,221
2526,1,12,-288
2526,0,3229,128
2526,0,97,54
2526,0,1396,86
2526,0,282,-133
2526,0,84,-169
2526,0,134,-63
2526,0,1490,89
2527,0,104,-149
2527,0,975,-146
2527,0,66,-97
2527,1,183,47
2527,0,17,-198
2527,0,513,138
2527,0,175,45
2527,0,1506,32
2528,0,4112,369
2528,0,92,84
2528,0,124,-253
2528,0,361,218
2528,0,94,-156
2528,0,174,-117
2528,0,1056,140
2528,0,905,-59
2529,0,1054,-223
2529,0,3180,186
2529,0,54,-91
2529,0,395,-4
2529,1,120,50
2529,0,171,159
2529,0,220,140
2529,0,178,-117
2529,0,21,-133
2530,0,97,-107
2530,0,709,244
2530,0,324,-31
2530,0,692,-27
2530,0,67,157
2530,0,1224,300
2530,0,467,292
2530,0,188,1
2530,0,226,26
2531,0,173,-249
2531,0,57,40
2531,0,408,-321
2531,0,54,-42
2531,0,20,-138
2531,0,196,96
2531,1,37,-242
2531,0,946,246
2532,0,883,186
2532,1,108,-125
2532,0,134,11
2532,0,40,3
2532,0,1595,68
2532,0,1060,139
2532,0,2720,155
2532,0,38,-128
2532,0,61,-21
2533,0,66,455
2533,1,28,-77
2533,0,62,-136
2533,0,152,88
2533,0,905,-67
2533,0,861,111
2533,0,26,-115
2534,0,754,54
2534,0,453,-7
2534,0,519,245
2534,0,1164,37
2534,0,956,-95
2534,0,2899,79
2534,0,1002,-47
2535,0,99,-86
2535,0,353,-26
2535,0,33,-98
2535,0,24,-142
2535,0,93,-118
2535,0,1774,347
2535,0,91,-35
2535,1,117,-46
2535,0,260,175
2535,0,150,-127
2536,0,943,407
2536,0,3136,670
2536,0,73,-83
2536,0,429,-97
2536,0,413,185
2536,0,41,-68
2536,0,1361,61
2536,0,32,-43
2536,1,28,-176
2537,1,11,-370
2537,0,577,270
2537,0,465,105
2537,0,290,94
2537,0,190,-49
2537,0,973,60
2537,0,1361,197
2537,0,90,-168
2537,0,306,251
2537,0,251,10
2538,0,2421,274
2538,0,451,51
2538,1,18,-235
2538,0,292,69
2538,0,67,-80
2538,0,821,-50
2538,0,68,128
2538,0,1807,167
2538,0,76,-67
2538,0,51,-124
2538,0,2180,53
2539,0,490,80
2539,0,3928,124
2539,0,284,127
2539,0,63,-131
2539,0,941,13
2539,0,63,147
2539,1,15,-224
2539,0,48,-234
2539,0,1361,158
2540,0,133,-164
2540,0,4160,151
2540,0,1061,150
2540,0,559,-160
2540,0,2266,379
2540,0,413,-9
2540,1,15,-210
2540,0,134,-70
2540,0,223,-108
2540,0,29,-91
2541,0,1019,212
2541,0,715,-261
2541,0,501,-190
2541,0,160,-108
2541,0,141,-7
2541,0,152,-75
2541,0,2068,63
2541,0,536,-170
2541,0,53,-107
2541,1,47,-110
2541,0,17,-316
2542,0,649,-52
2542,0,1635,21
2542,0,78,-207
2542,0,405,-97
2542,0,1177,-102
2542,0,1162,81
2542,0,43,-259
2542,0,1256,254
2542,0,233,-256
2542,1,16,-56
2542,0,63,-206
2543,0,377,102
2543,0,34,-176
2543,0,903,31
2543,0,370,-85
2543,1,15,-17
2543,0,62,72
2543,0,361,-98
2543,0,1709,345
2543,0,741,-33
2544,0,120,278
2544,0,65,203
2544,0,428,583
2544,0,56,150
2544,0,638,158
2544,0,31,149
2544,1,25,26
2544,0,162,248
2544,0,458,97
2545,0,583,-33
2545,0,99,-22
2545,0,3803,255
2545,0,70,43
2545,0,465,61
2545,0,912,494
2545,0,1696,277
2545,0,27,66
2545,0,220,0
2545,0,3344,377
2545,0,371,-56
2546,0,204,-83
2546,0,118,119
2546,0,87,82
2546,0,604,48
2546,0,584,182
2546,1,22,35
2546,0,279,109
2546,0,48,-22
2546,0,36,-161
2547,0,902,70
2547,0,63,-218
2547,0,2270,297
2547,0,354,-49
2547,0,2080,343
2547,0,785,55
2548,0,23,37
2548,0,563,-146
2548,0,18,-328
2548,0,133,-126
2548,0,521,-21
2548,0,831,-9
2548,1,151,-365
2548,0,784,61
2549,0,33,-89
2549,0,205,-149
2549,0,291,148
2549,0,1410,4
2549,0,25,-203
2549,1,26,-316
2549,0,156,-11
2549,0,347,159
2550,0,1023,248
2550,0,55,-189
2550,0,1727,-18
2550,0,169,-135
2550,0,360,-108
2550,0,458,43
2550,0,103,-194
2550,0,711,-149
2551,0,392,-66
2551,0,1187,109
2551,0,760,-111
2551,1,16,-319
2551,0,35,83
2551,0,65,-128
2551,0,332,183
2551,0,646,207
2551,0,84,-30
2552,0,1892,514
2552,0,1014,60
2552,0,262,-193
2552,1,13,-98
2552,0,2023,498
2552,0,843,293
2552,0,44,-167
2553,0,44,37
2553,1,108,-260
2553,0,642,-40
2553,0,50,14
2553,0,2509,711
2553,0,148,264
2553,0,100,-192
2553,0,1794,-139
2553,0,415,-59
2553,0,118,102
2554,0,475,323
2554,0,349,304
2554,0,1396,256
2554,1,71,-134
2554,0,24,-104
2554,0,33,-128
2554,0,308,83
2554,0,31,-64
2555,0,203,-117
2555,0,42,-3
2555,0,20,-88
2555,1,55,-267
2555,0,2486,-14
2555,0,79,-236
2555,0,173,-82
2555,0,2178,-90
2555,0,100,-178
2555,0,2270,202
2556,0,266,104
2556,0,1117,390
2556,0,53,186
2556,0,2127,307
2556,0,1720,159
2556,0,1662,299
2556,0,1150,299
2556,0,131,154
2556,0,157,-133
2557,0,92,-287
2557,0,41,-92
2557,0,45,-60
2557,0,150,-286
2557,0,661,-166
2557,0,191,-243
2557,1,27,-285
2557,0,1384,50
2557,0,1674,50
2558,0,372,83
2558,0,661,212
2558,0,507,83
2558,1,10,-161
2558,0,97,-104
2558,0,244,28
2558,0,852,467
2558,0,219,51
2558,0,1253,317
2558,0,499,322
2559,0,2784,316
2559,0,278,-217
2559,0,770,-52
2559,0,1250,9
2559,0,17,-293
2559,0,1352,-92
2559,0,285,167
2559,0,2672,257
2560,0,424,-211
2560,0,1297,62
2560,1,30,-209
2560,0,2788,171
2560,0,528,-56
2560,0,381,33
2560,0,2274,472
2560,0,4145,214
2560,0,15,-158
2560,0,978,-89
2560,0,64,-298
2561,0,140,-56
2561,1,28,-29
2561,0,399,168
2561,0,16,-166
2561,0,2259,147
2561,0,996,324
2561,0,2913,408
2561,0,443,-41
2562,0,1507,126
2562,0,2940,206
2562,0,2889,-31
2562,0,157,-86
2562,0,177,-23
2562,0,1724,49
2562,1,20,-57
2562,0,3071,472
2562,0,500,101
2562,0,91,-286
2562,0,46,-289
2562,0,36,-53
2563,0,1557,13
2563,0,3568,494
2563,0,60,98
2563,0,631,44
2563,0,17,18
2563,0,1514,314
2563,0,247,377
2563,0,89,291
2563,0,2551,-16
2563,0,3138,255
2563,1,73,-149
2563,0,57,-64
2564,0,724,61
2564,0,541,-210
2564,0,212,-10
2564,0,1596,-42
2564,0,573,-165
2564,0,330,-191
2564,0,336,-98
2564,0,1121,-26
2564,0,69,-101
2564,0,82,38
2564,1,12,-382
2565,0,199,399
2565,0,214,52
2565,1,67,-89
2565,0,94,42
2565,0,662,2
2565,0,420,72
2565,0,28,-37
2565,0,50,-26
2565,0,159,208
2565,0,97,61
2565,0,429,209
2565,0,85,-53
2566,0,455,464
2566,0,110,-176
2566,0,35,44
2566,0,95,-70
2566,0,2625,232
2566,0,631,107
2566,0,841,185
2566,0,1310,106
2566,1,55,-162
2567,0,64,47
2567,0,836,130
2567,0,453,72
2567,0,888,44
2567,0,576,67
2567,0,74,-47
2567,0,121,-72
2567,1,65,-1
2567,0,213,-117
2567,0,607,-225
2567,0,162,30
2568,0,901,51
2568,1,13,-93
2568,0,441,131
2568,0,38,21
2568,0,123,175
2568,0,299,-11
2568,0,136,-15
2568,0,902,-26
2569,0,1373,42
2569,0,1833,387
2569,0,2092,48
2569,0,45,202
2569,0,54,-245
2569,0,3059,228
2569,0,459,-2
2569,0,38,-199
2569,0,300,47
2569,1,31,-85
2570,0,862,114
2570,0,427,121
2570,0,514,-11
2570,0,103,0
2570,0,672,115
2570,0,93,112
2570,0,591,54
2570,0,680,27
2570,0,55,158
2570,0,140,-124
2570,1,184,-66
2570,0,15,-326
2571,0,3024,127
2571,0,698,-148
2571,0,620,-130
2571,0,903,-180
2571,0,52,-26
2571,1,68,-231
2571,0,707,-19
2572,0,123,-148
2572,0,258,-47
2572,0,45,-95
2572,0,1907,158
2572,0,360,-72
2572,0,1450,18
2572,0,1701,-57
2572,0,359,61
2572,0,93,-8
2572,0,1368,-30
2572,1,13,-154
2573,0,1476,-64
2573,0,82,-116
2573,0,1345,199
2573,0,34,-151
2573,0,3434,-92
2573,0,3791,54
2573,1,31,-19
2573,0,104,76
2573,0,541,109
2573,0,29,-143
2574,0,147,-176
2574,0,41,-221
2574,0,85,-186
2574,0,1865,325
2574,0,378,44
2574,0,17,-460
2574,0,3703,171
2574,0,335,-205
2574,0,81,-150
2574,1,174,150
2575,0,79,-87
2575,0,260,-40
2575,0,1454,37
2575,0,1110,13
2575,0,31,-111
2575,0,309,-29
2575,0,1096,-1
2575,1,33,-40
2575,0,88,72
2575,0,36,-231
2575,0,488,127
2576,0,1499,249
2576,0,296,52
2576,0,40,-39
2576,1,27,-90
2576,0,356,10
2577,0,402,25
2577,0,922,176
2577,1,39,-191
2577,0,41,-140
2577,0,55,-190
2577,0,508,2
2577,0,934,66
2577,0,345,81
2577,0,40,-20
2577,0,56,-186
2577,0,320,-157
2578,0,241,4
2578,0,12,-27
2578,0,59,62
2578,0,679,55
2578,0,191,42
2578,0,1304,44
2578,1,240,-52
2578,0,2253,159
2578,0,1798,225
2578,0,949,-6
2578,0,187,-48
2578,0,518,-90
2579,1,15,-129
2579,0,327,-27
2579,0,84,-133
2579,0,1341,23
2579,0,402,83
2579,0,629,34
2579,0,1165,-98
2579,0,229,-199
2579,0,38,-87
2579,0,203,-64
2579,0,224,1
2581,0,25,-130
2581,0,2115,356
2581,1,50,-1
2581,0,35,-92
2581,0,1925,193
2581,0,550,-133
2581,0,73,14
2581,0,956,124
2581,0,1287,143
2582,0,2012,450
2582,0,2469,79
2582,0,66,-94
2582,0,246,-34
2582,0,991,-30
2582,1,54,-56
2582,0,54,-127
2582,0,17,-102
2582,0,611,342
2583,0,1968,160
2583,0,317,58
2583,0,242,109
2583,0,48,-57
2583,0,247,-51
2583,0,18,-82
2583,0,376,-47
2583,0,393,-17
2583,0,68,-7
2583,1,99,47
2584,0,26,-51
2584,0,2453,193
2584,1,65,102
2584,0,3025,180
2584,0,2728,138
2584,0,21,-183
2584,0,266,-160
2584,0,417,-107
2584,0,394,134
2584,0,165,118
2584,0,93,-168
2585,0,1988,31
2585,0,1461,4
2585,0,456,82
2585,0,2883,197
2585,0,2172,429
2585,1,15,-96
2585,0,67,291
2585,0,243,8
2585,0,77,21
2585,0,95,-34
2585,0,118,-171
2586,0,45,-248
2586,0,13,-154
2586,0,1335,92
2586,0,138,-25
2586,0,237,-51
2586,0,1306,121
2586,0,1781,291
2586,0,396,-19
2586,0,1049,141
2586,0,622,60
2586,1,98,-124
2587,0,55,-133
2587,0,410,-197
2587,0,22,-208
2587,0,122,-189
2587,0,1004,-75
2587,0,214,-68
2587,0,2249,7
2587,0,1771,-112
2587,1,359,-26
2587,0,817,-52
2587,0,1608,-29
2588,0,334,-133
2588,0,1622,120
2588,0,17,-168
2588,0,248,-62
2588,0,2841,556
2588,0,1711,36
2588,0,62,-103
2588,0,62,-142
2588,0,86,22
2588,1,113,111
2588,0,527,-58
2588,0,260,255
2589,0,101,-388
2589,0,14,-413
2589,0,51,-316
2589,0,205,-15
2589,1,139,-354
2589,0,1303,74
2589,0,818,-6
2589,0,468,-76
2589,0,314,88
2590,0,53,184
2590,0,571,62
2590,0,222,244
2590,0,449,142
2590,0,49,161
2590,0,16,-92
2590,0,114,259
2590,0,358,123
2590,1,624,-31
2590,0,304,243
2591,0,81,21
2591,0,112,99
2591,0,190,65
2591,1,24,-88
2591,0,1429,125
2591,0,438,-224
2591,0,460,-21
2591,0,1167,81
2591,0,239,22
2592,1,203,-104
2592,0,54,-149
2592,0,1065,249
2592,0,56,70
2592,0,27,-160
2592,0,442,30
2592,0,1061,-100
2592,0,23,-105
2593,0,1985,99
2593,0,145,-32
2593,0,479,-157
2593,0,1145,-79
2593,0,1093,-68
2593,0,32,-273
2593,1,37,-291
2593,0,383,-138
2593,0,136,-116
2593,0,438,28
2594,0,103,17
2594,0,1368,223
2594,0,932,165
2594,0,56,-94
2594,1,29,10
2594,0,25,250
2594,0,1328,103
2594,0,2013,375
2594,0,2412,358
2595,0,366,3
2595,0,634,9
2595,0,263,170
2595,0,1015,166
2595,1,11,-369
2595,0,122,-81
2595,0,90,-124
2595,0,93,-107
2596,0,21,-270
2596,0,27,-247
2596,0,59,-1
2596,1,75,-165
2596,0,93,-163
2596,0,625,43
2597,0,300,-129
2597,0,507,-162
2597,0,1790,-11
2597,0,59,-167
2597,0,116,-88
2597,0,29,-131
2597,0,187,-108
2598,0,1733,251
2598,0,1325,348
2598,0,34,-8
2598,0,44,-61
2598,0,1368,494
2598,0,363,-15
2598,0,1603,193
2598,0,321,107
2599,0,67,-175
2599,0,161,-186
2599,0,1218,196
2599,0,15,-84
2599,0,1380,457
2599,0,39,-248
2600,1,19,-75
2600,0,61,-246
2600,0,1409,729
2600,0,84,-148
2600,0,494,15
2600,0,33,-252
2600,0,431,-15
2601,0,261,-15
2601,0,408,239
2601,0,219,-235
2601,0,98,-6
2601,0,2518,691
2601,0,395,-121
2601,0,124,-98
2601,0,1520,468
2601,0,1442,97
2602,0,1603,57
2602,0,167,-68
2602,0,1462,333
2602,0,141,-185
2602,0,46,-127
2602,0,339,268
2602,0,2620,61
2602,0,300,-110
2602,0,54,47
2603,0,730,58
2603,0,879,132
2603,1,52,-19
2603,0,880,140
2603,0,344,125
2603,0,43,-62
2603,0,98,-171
2603,0,39,11
2603,0,178,-10
2604,0,1734,23
2604,0,575,796
2604,0,1476,237
2604,0,2571,135
2604,0,112,-53
2604,0,26,-114
2604,0,3074,150
2605,0,622,-51
2605,0,1590,536
2605,0,394,175
2605,0,375,-70
2605,0,63,-60
2605,1,13,-247
2605,0,110,37
2605,0,224,-71
2605,0,728,173
2605,0,1401,93
2606,0,1078,37
2606,0,794,-74
2606,0,173,368
2606,0,305,-90
2606,0,199,-104
2606,0,1689,191
2606,0,3312,164
2606,0,1934,196
2606,1,29,-83
2606,0,17,-574
2606,0,900,11
2606,0,59,-93
2607,0,47,-29
2607,0,88,-63
2607,0,158,62
2607,1,16,-240
2607,0,156,-64
2607,0,3149,73
2607,0,636,138
2607,0,938,362
2607,0,1689,-36
2607,0,220,28
2607,0,122,-12
2608,0,1282,-20
2608,0,343,-112
2608,0,254,-65
2608,0,45,-151
2608,0,1422,246
2608,0,519,-46
2608,0,47,190
2608,1,196,-157
2608,0,833,-12
2609,1,31,-110
2609,0,271,-127
2609,0,734,130
2609,0,3055,169
2609,0,34,-232
2609,0,39,-187
2609,0,68,-39
2609,0,358,-132
2609,0,1714,231
2609,0,134,-19
2610,0,4382,219
2610,0,336,193
2610,0,115,-136
2610,0,978,165
2610,1,49,132
2610,0,393,-159
2610,0,1394,201
2610,0,269,100
2610,0,20,-375
2610,0,591,18
2611,0,761,11
2611,0,82,-128
2611,0,482,-68
2611,0,41,-133
2611,0,1723,43
2611,0,1707,72
2611,0,104,-273
2611,1,286,-157
2611,0,18,-405
2611,0,96,83
2611,0,403,16
2612,1,58,-61
2612,0,73,-163
2612,0,373,-178
2612,0,533,-65
2612,0,251,246
2612,0,51,-120
2612,0,301,-51
2612,0,163,-56
2612,0,38,-185
2612,0,62,-10
2613,0,78,-35
2613,0,58,-32
2613,0,627,18
2613,0,217,245
2613,0,263,-271
2613,0,99,-30
2613,0,65,-130
2613,0,1701,213
2613,1,80,-20
2613,0,1004,-13
2614,1,13,-172
2614,0,276,90
2614,0,92,32
2614,0,160,179
2614,0,475,109
2614,0,84,-62
2614,0,534,204
2614,0,64,-5
2614,0,597,15
2616,0,72,56
2616,0,368,107
2616,0,496,123
2616,0,275,-6
2616,0,505,141
2616,0,20,-223
2616,0,394,124
2616,0,891,107
2616,0,260,69
2616,1,22,-101
2617,0,16,29
2617,0,212,-158
2617,0,261,-50
2617,0,57,-119
2617,0,1543,38
2617,0,124,-99
2617,0,2340,146
2617,1,60,-267
2617,0,119,-175
2617,0,399,29
2618,0,120,-94
2618,0,87,30
2618,0,1686,107
2618,1,20,-145
2618,0,88,6
2618,0,2060,156
2618,0,38,-110
2618,0,172,-10
2618,0,84,156
2618,0,2739,199
2618,0,637,18
2619,0,97,122
2619,0,1031,93
2619,0,1483,76
2619,0,339,91
2619,0,129,225
2619,0,194,-183
2619,0,608,-77
2619,0,35,-79
2619,0,188,111
2619,1,21,-21
2619,0,63,123
2620,1,45,-104
2620,0,2583,286
2620,0,22,-142
2620,0,77,-54
2620,0,217,-128
2620,0,1959,176
2620,0,519,-20
